Alpha,Cl,Cd
-1.40,-0.008350,0.022816
-1.39,-0.006532,0.022782
-1.38,-0.004755,0.022749
-1.37,-0.003019,0.022716
-1.36,-0.001324,0.022682
-1.35,0.000331,0.022649
-1.34,0.001945,0.022617
-1.33,0.003519,0.022584
-1.32,0.005052,0.022552
-1.31,0.006545,0.022519
-1.30,0.007998,0.022488
-1.29,0.009411,0.022456
-1.28,0.010784,0.022424
-1.27,0.012116,0.022393
-1.26,0.013409,0.022362
-1.25,0.014662,0.022332
-1.24,0.015875,0.022302
-1.23,0.017049,0.022272
-1.22,0.018183,0.022242
-1.21,0.019277,0.022213
-1.20,0.020333,0.022184
-1.19,0.021349,0.022155
-1.18,0.022326,0.022126
-1.17,0.023263,0.022098
-1.16,0.024162,0.022071
-1.15,0.025022,0.022043
-1.14,0.025844,0.022016
-1.13,0.026626,0.021989
-1.12,0.027371,0.021963
-1.11,0.028076,0.021937
-1.10,0.028744,0.021911
-1.09,0.029373,0.021886
-1.08,0.029964,0.021861
-1.07,0.030516,0.021837
-1.06,0.031031,0.021813
-1.05,0.031508,0.021789
-1.04,0.031947,0.021766
-1.03,0.032349,0.021743
-1.02,0.032713,0.021720
-1.01,0.033039,0.021698
-1.00,0.028500,0.021680
-0.99,0.033581,0.021655
-0.98,0.033796,0.021634
-0.97,0.033977,0.021613
-0.96,0.034124,0.021593
-0.95,0.034238,0.021574
-0.94,0.034320,0.021554
-0.93,0.034372,0.021535
-0.92,0.034394,0.021517
-0.91,0.034388,0.021499
-0.90,0.034354,0.021481
-0.89,0.034295,0.021463
-0.88,0.034210,0.021446
-0.87,0.034101,0.021430
-0.86,0.033970,0.021413
-0.85,0.033817,0.021397
-0.84,0.033643,0.021381
-0.83,0.033449,0.021366
-0.82,0.033238,0.021351
-0.81,0.033008,0.021336
-0.80,0.032763,0.021322
-0.79,0.032503,0.021308
-0.78,0.032229,0.021294
-0.77,0.031942,0.021280
-0.76,0.031643,0.021267
-0.75,0.031333,0.021254
-0.74,0.031014,0.021241
-0.73,0.030686,0.021229
-0.72,0.030350,0.021216
-0.71,0.030005,0.021204
-0.70,0.029654,0.021193
-0.69,0.029295,0.021181
-0.68,0.028930,0.021170
-0.67,0.028559,0.021159
-0.66,0.028183,0.021148
-0.65,0.027802,0.021138
-0.64,0.027417,0.021127
-0.63,0.027028,0.021117
-0.62,0.026636,0.021107
-0.61,0.026241,0.021097
-0.60,0.025845,0.021088
-0.59,0.025446,0.021078
-0.58,0.025047,0.021069
-0.57,0.024647,0.021060
-0.56,0.024247,0.021051
-0.55,0.023847,0.021042
-0.54,0.023449,0.021033
-0.53,0.023052,0.021024
-0.52,0.022657,0.021016
-0.51,0.022265,0.021007
-0.50,0.022500,0.021000
-0.49,0.021491,0.020991
-0.48,0.021109,0.020983
-0.47,0.020729,0.020975
-0.46,0.020352,0.020967
-0.45,0.019977,0.020959
-0.44,0.019604,0.020951
-0.43,0.019231,0.020944
-0.42,0.018859,0.020936
-0.41,0.018488,0.020929
-0.40,0.018116,0.020922
-0.39,0.017744,0.020915
-0.38,0.017370,0.020908
-0.37,0.016996,0.020901
-0.36,0.016619,0.020894
-0.35,0.016240,0.020888
-0.34,0.015858,0.020882
-0.33,0.015472,0.020875
-0.32,0.015084,0.020869
-0.31,0.014691,0.020864
-0.30,0.014293,0.020858
-0.29,0.013891,0.020852
-0.28,0.013483,0.020847
-0.27,0.013070,0.020842
-0.26,0.012650,0.020837
-0.25,0.012800,0.020830
-0.24,0.011790,0.020828
-0.23,0.011350,0.020824
-0.22,0.010904,0.020819
-0.21,0.010451,0.020815
-0.20,0.009992,0.020812
-0.19,0.009527,0.020808
-0.18,0.009057,0.020805
-0.17,0.008582,0.020801
-0.16,0.008102,0.020798
-0.15,0.007618,0.020796
-0.14,0.007129,0.020793
-0.13,0.006637,0.020791
-0.12,0.006140,0.020788
-0.11,0.005641,0.020786
-0.10,0.005138,0.020784
-0.09,0.004632,0.020783
-0.08,0.004124,0.020781
-0.07,0.003613,0.020780
-0.06,0.003101,0.020778
-0.05,0.002587,0.020777
-0.04,0.002071,0.020777
-0.03,0.001554,0.020776
-0.02,0.001037,0.020775
-0.01,0.000518,0.020775
0.00,0.000000,0.020780
0.01,-0.000518,0.020775
0.02,-0.001037,0.020775
0.03,-0.001554,0.020775
0.04,-0.002071,0.020776
0.05,-0.002587,0.020776
0.06,-0.003101,0.020777
0.07,-0.003613,0.020778
0.08,-0.004124,0.020779
0.09,-0.004632,0.020781
0.10,-0.005138,0.020782
0.11,-0.005641,0.020784
0.12,-0.006140,0.020786
0.13,-0.006637,0.020788
0.14,-0.007129,0.020790
0.15,-0.007618,0.020793
0.16,-0.008102,0.020795
0.17,-0.008582,0.020798
0.18,-0.009057,0.020801
0.19,-0.009527,0.020805
0.20,-0.009992,0.020808
0.21,-0.010451,0.020812
0.22,-0.010904,0.020816
0.23,-0.011350,0.020820
0.24,-0.011790,0.020824
0.25,-0.012800,0.020830
0.26,-0.012650,0.020833
0.27,-0.013070,0.020838
0.28,-0.013483,0.020843
0.29,-0.013891,0.020849
0.30,-0.014293,0.020854
0.31,-0.014691,0.020860
0.32,-0.015083,0.020866
0.33,-0.015472,0.020872
0.34,-0.015857,0.020878
0.35,-0.016239,0.020884
0.36,-0.016618,0.020891
0.37,-0.016995,0.020898
0.38,-0.017370,0.020905
0.39,-0.017743,0.020912
0.40,-0.018116,0.020919
0.41,-0.018487,0.020926
0.42,-0.018859,0.020933
0.43,-0.019231,0.020941
0.44,-0.019603,0.020949
0.45,-0.019977,0.020956
0.46,-0.020352,0.020964
0.47,-0.020729,0.020972
0.48,-0.021108,0.020980
0.49,-0.021491,0.020988
0.50,-0.021876,0.020997
0.51,-0.022265,0.021005
0.52,-0.022658,0.021013
0.53,-0.023052,0.021022
0.54,-0.023449,0.021031
0.55,-0.023848,0.021039
0.56,-0.024248,0.021048
0.57,-0.024648,0.021057
0.58,-0.025048,0.021066
0.59,-0.025447,0.021076
0.60,-0.025846,0.021085
0.61,-0.026243,0.021095
0.62,-0.026637,0.021105
0.63,-0.027030,0.021115
0.64,-0.027418,0.021125
0.65,-0.027804,0.021135
0.66,-0.028184,0.021146
0.67,-0.028561,0.021156
0.68,-0.028931,0.021167
0.69,-0.029296,0.021178
0.70,-0.029655,0.021190
0.71,-0.030006,0.021201
0.72,-0.030351,0.021213
0.73,-0.030687,0.021225
0.74,-0.031015,0.021238
0.75,-0.027500,0.021280
0.76,-0.031642,0.021263
0.77,-0.031941,0.021277
0.78,-0.032227,0.021290
0.79,-0.032501,0.021304
0.80,-0.032761,0.021318
0.81,-0.033006,0.021332
0.82,-0.033234,0.021347
0.83,-0.033445,0.021362
0.84,-0.033638,0.021377
0.85,-0.033811,0.021393
0.86,-0.033964,0.021409
0.87,-0.034095,0.021425
0.88,-0.034203,0.021442
0.89,-0.034287,0.021459
0.90,-0.034347,0.021477
0.91,-0.034380,0.021494
0.92,-0.034385,0.021512
0.93,-0.034363,0.021531
0.94,-0.034311,0.021550
0.95,-0.034228,0.021569
0.96,-0.034114,0.021589
0.97,-0.033967,0.021609
0.98,-0.033787,0.021629
0.99,-0.033571,0.021650
1.00,-0.028500,0.021680
1.01,-0.033030,0.021693
1.02,-0.032704,0.021715
1.03,-0.032341,0.021738
1.04,-0.031940,0.021761
1.05,-0.031501,0.021784
1.06,-0.031025,0.021808
1.07,-0.030511,0.021832
1.08,-0.029959,0.021856
1.09,-0.029369,0.021881
1.10,-0.028741,0.021907
1.11,-0.028074,0.021932
1.12,-0.027370,0.021958
1.13,-0.026627,0.021985
1.14,-0.025845,0.022011
1.15,-0.025025,0.022038
1.16,-0.024166,0.022066
1.17,-0.023268,0.022093
1.18,-0.022332,0.022121
1.19,-0.021356,0.022150
1.20,-0.020341,0.022178
1.21,-0.019287,0.022207
1.22,-0.018194,0.022237
1.23,-0.017061,0.022266
1.24,-0.015888,0.022296
1.25,-0.025500,0.022190
1.26,-0.013424,0.022357
1.27,-0.012133,0.022387
1.28,-0.010801,0.022418
1.29,-0.009429,0.022450
1.30,-0.008018,0.022481
1.31,-0.006566,0.022513
1.32,-0.005073,0.022545
1.33,-0.003541,0.022577
1.34,-0.001968,0.022609
1.35,-0.000354,0.022642
1.36,0.001300,0.022674
1.37,0.002994,0.022707
1.38,0.004730,0.022741
1.39,0.006506,0.022774
1.40,0.008324,0.022807
1.41,0.010182,0.022841
1.42,0.012081,0.022875
1.43,0.014022,0.022908
1.44,0.016004,0.022942
1.45,0.018027,0.022977
1.46,0.020092,0.023011
1.47,0.022198,0.023045
1.48,0.024346,0.023080
1.49,0.026535,0.023114
1.50,0.022300,0.023110
1.51,0.031040,0.023183
1.52,0.033354,0.023218
1.53,0.035710,0.023253
1.54,0.038107,0.023287
1.55,0.040545,0.023322
1.56,0.043023,0.023357
1.57,0.045541,0.023391
1.58,0.048099,0.023426
1.59,0.050696,0.023460
1.60,0.053333,0.023494
1.61,0.056009,0.023529
1.62,0.058723,0.023563
1.63,0.061476,0.023596
1.64,0.064266,0.023630
1.65,0.067095,0.023664
1.66,0.069961,0.023697
1.67,0.072864,0.023730
1.68,0.075804,0.023763
1.69,0.078781,0.023795
1.70,0.081794,0.023827
1.71,0.084844,0.023859
1.72,0.087929,0.023890
1.73,0.091049,0.023921
1.74,0.094205,0.023952
1.75,0.097395,0.023982
1.76,0.100620,0.024012
1.77,0.103878,0.024042
1.78,0.107167,0.024071
1.79,0.110486,0.024099
1.80,0.113834,0.024127
1.81,0.117207,0.024155
1.82,0.120606,0.024182
1.83,0.124029,0.024208
1.84,0.127473,0.024234
1.85,0.130937,0.024259
1.86,0.134420,0.024284
1.87,0.137919,0.024308
1.88,0.141435,0.024332
1.89,0.144963,0.024354
1.90,0.148505,0.024376
1.91,0.152056,0.024398
1.92,0.155617,0.024419
1.93,0.159185,0.024439
1.94,0.162759,0.024458
1.95,0.166337,0.024477
1.96,0.169917,0.024495
1.97,0.173499,0.024512
1.98,0.177080,0.024528
1.99,0.180658,0.024543
2.00,0.184233,0.024558
2.01,0.187803,0.024572
2.02,0.191366,0.024585
2.03,0.194923,0.024597
2.04,0.198473,0.024608
2.05,0.202015,0.024619
2.06,0.205548,0.024628
2.07,0.209073,0.024637
2.08,0.212587,0.024645
2.09,0.216092,0.024653
2.10,0.219585,0.024659
2.11,0.223068,0.024665
2.12,0.226538,0.024670
2.13,0.229995,0.024674
2.14,0.233440,0.024677
2.15,0.236870,0.024680
2.16,0.240286,0.024682
2.17,0.243687,0.024683
2.18,0.247072,0.024683
2.19,0.250441,0.024683
2.20,0.253794,0.024682
2.21,0.257128,0.024680
2.22,0.260445,0.024678
2.23,0.263743,0.024675
2.24,0.267022,0.024671
2.25,0.269400,0.024760
2.26,0.273520,0.024662
2.27,0.276738,0.024656
2.28,0.279936,0.024649
2.29,0.283113,0.024642
2.30,0.286270,0.024634
2.31,0.289406,0.024626
2.32,0.292522,0.024617
2.33,0.295618,0.024608
2.34,0.298693,0.024598
2.35,0.301747,0.024587
2.36,0.304782,0.024576
2.37,0.307795,0.024564
2.38,0.310789,0.024552
2.39,0.313762,0.024540
2.40,0.316714,0.024527
2.41,0.319646,0.024513
2.42,0.322558,0.024499
2.43,0.325449,0.024485
2.44,0.328319,0.024470
2.45,0.331170,0.024455
2.46,0.333999,0.024439
2.47,0.336809,0.024423
2.48,0.339598,0.024407
2.49,0.342366,0.024390
2.50,0.345114,0.024373
2.51,0.347842,0.024356
2.52,0.350549,0.024338
2.53,0.353234,0.024320
2.54,0.355898,0.024302
2.55,0.358539,0.024283
2.56,0.361159,0.024264
2.57,0.363755,0.024245
2.58,0.366328,0.024226
2.59,0.368877,0.024207
2.60,0.371402,0.024187
2.61,0.373903,0.024167
2.62,0.376378,0.024147
2.63,0.378828,0.024127
2.64,0.381253,0.024106
2.65,0.383651,0.024086
2.66,0.386022,0.024065
2.67,0.388367,0.024044
2.68,0.390684,0.024023
2.69,0.392973,0.024002
2.70,0.395234,0.023980
2.71,0.397466,0.023959
2.72,0.399669,0.023937
2.73,0.401843,0.023916
2.74,0.403987,0.023894
2.75,0.406100,0.023872
2.76,0.408183,0.023851
2.77,0.410235,0.023829
2.78,0.412257,0.023807
2.79,0.414250,0.023785
2.80,0.416212,0.023763
2.81,0.418146,0.023742
2.82,0.420051,0.023720
2.83,0.421927,0.023698
2.84,0.423776,0.023677
2.85,0.425596,0.023655
2.86,0.427388,0.023634
2.87,0.429154,0.023613
2.88,0.430892,0.023591
2.89,0.432604,0.023571
2.90,0.434289,0.023550
2.91,0.435949,0.023529
2.92,0.437583,0.023509
2.93,0.439191,0.023489
2.94,0.440775,0.023469
2.95,0.442333,0.023449
2.96,0.443868,0.023430
2.97,0.445378,0.023411
2.98,0.446864,0.023392
2.99,0.448327,0.023374
3.00,0.449200,0.023340
3.01,0.451184,0.023338
3.02,0.452578,0.023321
3.03,0.453951,0.023304
3.04,0.455303,0.023287
3.05,0.456634,0.023271
3.06,0.457945,0.023255
3.07,0.459237,0.023239
3.08,0.460509,0.023224
3.09,0.461763,0.023209
3.10,0.463000,0.023194
3.11,0.464218,0.023179
3.12,0.465421,0.023165
3.13,0.466606,0.023152
3.14,0.467777,0.023138
3.15,0.468932,0.023125
3.16,0.470072,0.023112
3.17,0.471199,0.023099
3.18,0.472312,0.023087
3.19,0.473412,0.023075
3.20,0.474499,0.023063
3.21,0.475575,0.023051
3.22,0.476640,0.023040
3.23,0.477694,0.023029
3.24,0.478737,0.023018
3.25,0.479200,0.022980
3.26,0.480796,0.022997
3.27,0.481812,0.022987
3.28,0.482820,0.022977
3.29,0.483819,0.022968
3.30,0.484809,0.022958
3.31,0.485792,0.022949
3.32,0.486766,0.022940
3.33,0.487733,0.022932
3.34,0.488693,0.022923
3.35,0.489645,0.022915
3.36,0.490590,0.022907
3.37,0.491528,0.022899
3.38,0.492459,0.022892
3.39,0.493384,0.022885
3.40,0.494303,0.022878
3.41,0.495215,0.022871
3.42,0.496122,0.022864
3.43,0.497023,0.022858
3.44,0.497918,0.022852
3.45,0.498808,0.022846
3.46,0.499693,0.022841
3.47,0.500573,0.022835
3.48,0.501449,0.022830
3.49,0.502319,0.022825
3.50,0.503186,0.022820
3.51,0.504048,0.022816
3.52,0.504906,0.022812
3.53,0.505761,0.022808
3.54,0.506611,0.022804
3.55,0.507458,0.022801
3.56,0.508301,0.022797
3.57,0.509141,0.022794
3.58,0.509978,0.022791
3.59,0.510811,0.022789
3.60,0.511641,0.022786
3.61,0.512468,0.022784
3.62,0.513292,0.022782
3.63,0.514113,0.022780
3.64,0.514932,0.022779
3.65,0.515748,0.022777
3.66,0.516562,0.022776
3.67,0.517373,0.022775
3.68,0.518182,0.022774
3.69,0.518989,0.022773
3.70,0.519793,0.022773
3.71,0.520596,0.022773
3.72,0.521397,0.022773
3.73,0.522197,0.022773
3.74,0.522994,0.022773
3.75,0.523790,0.022773
3.76,0.524585,0.022774
3.77,0.525379,0.022775
3.78,0.526171,0.022776
3.79,0.526962,0.022777
3.80,0.527751,0.022778
3.81,0.528540,0.022780
3.82,0.529327,0.022781
3.83,0.530112,0.022783
3.84,0.530897,0.022785
3.85,0.531680,0.022787
3.86,0.532463,0.022790
3.87,0.533244,0.022792
3.88,0.534023,0.022795
3.89,0.534802,0.022798
3.90,0.535580,0.022801
3.91,0.536356,0.022804
3.92,0.537132,0.022808
3.93,0.537906,0.022811
3.94,0.538680,0.022815
3.95,0.539452,0.022819
3.96,0.540224,0.022823
3.97,0.540994,0.022828
3.98,0.541764,0.022832
3.99,0.542532,0.022837
4.00,0.543100,0.022840
4.01,0.544067,0.022847
4.02,0.544833,0.022852
4.03,0.545598,0.022858
4.04,0.546363,0.022863
4.05,0.547127,0.022869
4.06,0.547890,0.022875
4.07,0.548654,0.022881
4.08,0.549416,0.022888
4.09,0.550179,0.022894
4.10,0.550942,0.022901
4.11,0.551704,0.022907
4.12,0.552466,0.022914
4.13,0.553229,0.022921
4.14,0.553991,0.022928
4.15,0.554754,0.022935
4.16,0.555517,0.022943
4.17,0.556281,0.022950
4.18,0.557045,0.022958
4.19,0.557810,0.022966
4.20,0.558575,0.022973
4.21,0.559341,0.022981
4.22,0.560108,0.022989
4.23,0.560876,0.022997
4.24,0.561645,0.023006
4.25,0.562414,0.023014
4.26,0.563185,0.023022
4.27,0.563957,0.023031
4.28,0.564730,0.023039
4.29,0.565504,0.023048
4.30,0.566278,0.023056
4.31,0.567053,0.023065
4.32,0.567828,0.023074
4.33,0.568604,0.023083
4.34,0.569380,0.023093
4.35,0.570156,0.023102
4.36,0.570932,0.023111
4.37,0.571708,0.023121
4.38,0.572484,0.023131
4.39,0.573260,0.023141
4.40,0.574035,0.023151
4.41,0.574809,0.023161
4.42,0.575583,0.023172
4.43,0.576356,0.023183
4.44,0.577129,0.023194
4.45,0.577900,0.023205
4.46,0.578670,0.023216
4.47,0.579439,0.023228
4.48,0.580207,0.023239
4.49,0.580973,0.023252
4.50,0.581738,0.023264
4.51,0.582501,0.023276
4.52,0.583263,0.023289
4.53,0.584023,0.023302
4.54,0.584781,0.023316
4.55,0.585538,0.023329
4.56,0.586294,0.023343
4.57,0.587049,0.023357
4.58,0.587802,0.023371
4.59,0.588553,0.023386
4.60,0.589304,0.023400
4.61,0.590054,0.023415
4.62,0.590802,0.023430
4.63,0.591550,0.023446
4.64,0.592296,0.023461
4.65,0.593041,0.023477
4.66,0.593786,0.023493
4.67,0.594530,0.023510
4.68,0.595273,0.023526
4.69,0.596015,0.023543
4.70,0.596757,0.023560
4.71,0.597498,0.023577
4.72,0.598239,0.023594
4.73,0.598979,0.023612
4.74,0.599718,0.023629
4.75,0.600457,0.023647
4.76,0.601196,0.023665
4.77,0.601934,0.023684
4.78,0.602672,0.023702
4.79,0.603410,0.023721
4.80,0.604147,0.023740
4.81,0.604884,0.023759
4.82,0.605620,0.023778
4.83,0.606356,0.023797
4.84,0.607092,0.023817
4.85,0.607827,0.023837
4.86,0.608562,0.023857
4.87,0.609296,0.023878
4.88,0.610029,0.023898
4.89,0.610763,0.023919
4.90,0.611496,0.023940
4.91,0.612228,0.023961
4.92,0.612960,0.023983
4.93,0.613691,0.024004
4.94,0.614422,0.024026
4.95,0.615152,0.024049
4.96,0.615882,0.024071
4.97,0.616611,0.024094
4.98,0.617340,0.024116
4.99,0.618068,0.024140
5.00,0.619400,0.024130
5.01,0.619522,0.024186
5.02,0.620249,0.024210
5.03,0.620975,0.024234
5.04,0.621700,0.024259
5.05,0.622425,0.024283
5.06,0.623149,0.024308
5.07,0.623874,0.024333
5.08,0.624598,0.024358
5.09,0.625321,0.024384
5.10,0.626044,0.024410
5.11,0.626767,0.024435
5.12,0.627490,0.024462
5.13,0.628213,0.024488
5.14,0.628935,0.024515
5.15,0.629657,0.024542
5.16,0.630380,0.024569
5.17,0.631102,0.024596
5.18,0.631824,0.024624
5.19,0.632546,0.024651
5.20,0.633268,0.024679
5.21,0.633991,0.024707
5.22,0.634713,0.024736
5.23,0.635435,0.024765
5.24,0.636158,0.024793
5.25,0.636800,0.024820
5.26,0.637604,0.024852
5.27,0.638327,0.024881
5.28,0.639051,0.024911
5.29,0.639775,0.024941
5.30,0.640498,0.024971
5.31,0.641222,0.025001
5.32,0.641946,0.025032
5.33,0.642670,0.025062
5.34,0.643395,0.025093
5.35,0.644119,0.025125
5.36,0.644843,0.025156
5.37,0.645567,0.025188
5.38,0.646292,0.025220
5.39,0.647016,0.025252
5.40,0.647740,0.025284
5.41,0.648464,0.025317
5.42,0.649188,0.025350
5.43,0.649911,0.025383
5.44,0.650635,0.025416
5.45,0.651358,0.025450
5.46,0.652081,0.025483
5.47,0.652804,0.025517
5.48,0.653527,0.025552
5.49,0.654249,0.025586
5.50,0.654700,0.025640
5.51,0.655693,0.025656
5.52,0.656415,0.025691
5.53,0.657136,0.025727
5.54,0.657857,0.025763
5.55,0.658578,0.025799
5.56,0.659300,0.025835
5.57,0.660021,0.025871
5.58,0.660742,0.025908
5.59,0.661464,0.025945
5.60,0.662185,0.025982
5.61,0.662907,0.026020
5.62,0.663630,0.026058
5.63,0.664352,0.026096
5.64,0.665076,0.026134
5.65,0.665799,0.026172
5.66,0.666524,0.026211
5.67,0.667249,0.026250
5.68,0.667975,0.026290
5.69,0.668701,0.026329
5.70,0.669429,0.026369
5.71,0.670157,0.026409
5.72,0.670886,0.026449
5.73,0.671617,0.026490
5.74,0.672348,0.026530
5.75,0.673000,0.026580
5.76,0.673815,0.026613
5.77,0.674550,0.026654
5.78,0.675286,0.026696
5.79,0.676023,0.026738
5.80,0.676761,0.026780
5.81,0.677501,0.026823
5.82,0.678241,0.026866
5.83,0.678982,0.026909
5.84,0.679724,0.026952
5.85,0.680467,0.026996
5.86,0.681210,0.027039
5.87,0.681954,0.027083
5.88,0.682699,0.027128
5.89,0.683445,0.027172
5.90,0.684191,0.027217
5.91,0.684937,0.027262
5.92,0.685684,0.027307
5.93,0.686432,0.027353
5.94,0.687179,0.027399
5.95,0.687927,0.027445
5.96,0.688676,0.027491
5.97,0.689425,0.027537
5.98,0.690173,0.027584
5.99,0.690922,0.027631
6.00,0.691671,0.027679
6.01,0.692421,0.027726
6.02,0.693170,0.027774
6.03,0.693919,0.027822
6.04,0.694669,0.027870
6.05,0.695418,0.027919
6.06,0.696168,0.027967
6.07,0.696918,0.028016
6.08,0.697669,0.028066
6.09,0.698420,0.028115
6.10,0.699171,0.028165
6.11,0.699922,0.028215
6.12,0.700674,0.028265
6.13,0.701427,0.028315
6.14,0.702179,0.028366
6.15,0.702933,0.028416
6.16,0.703687,0.028467
6.17,0.704442,0.028519
6.18,0.705197,0.028570
6.19,0.705953,0.028622
6.20,0.706710,0.028674
6.21,0.707467,0.028726
6.22,0.708225,0.028778
6.23,0.708984,0.028831
6.24,0.709744,0.028883
6.25,0.710500,0.028920
6.26,0.711266,0.028989
6.27,0.712029,0.029043
6.28,0.712792,0.029096
6.29,0.713557,0.029150
6.30,0.714322,0.029204
6.31,0.715088,0.029258
6.32,0.715855,0.029312
6.33,0.716623,0.029367
6.34,0.717392,0.029422
6.35,0.718162,0.029476
6.36,0.718932,0.029532
6.37,0.719704,0.029587
6.38,0.720476,0.029643
6.39,0.721249,0.029698
6.40,0.722023,0.029754
6.41,0.722797,0.029810
6.42,0.723573,0.029867
6.43,0.724349,0.029923
6.44,0.725126,0.029980
6.45,0.725904,0.030037
6.46,0.726683,0.030094
6.47,0.727462,0.030152
6.48,0.728242,0.030209
6.49,0.729023,0.030267
6.50,0.729805,0.030325
6.51,0.730587,0.030383
6.52,0.731370,0.030442
6.53,0.732154,0.030501
6.54,0.732938,0.030559
6.55,0.733723,0.030619
6.56,0.734508,0.030678
6.57,0.735293,0.030737
6.58,0.736078,0.030797
6.59,0.736864,0.030857
6.60,0.737650,0.030917
6.61,0.738435,0.030978
6.62,0.739220,0.031038
6.63,0.740005,0.031099
6.64,0.740790,0.031160
6.65,0.741575,0.031222
6.66,0.742359,0.031283
6.67,0.743142,0.031345
6.68,0.743925,0.031407
6.69,0.744707,0.031470
6.70,0.745489,0.031532
6.71,0.746269,0.031595
6.72,0.747049,0.031659
6.73,0.747827,0.031722
6.74,0.748605,0.031786
6.75,0.749100,0.031860
6.76,0.750156,0.031914
6.77,0.750930,0.031978
6.78,0.751702,0.032043
6.79,0.752474,0.032108
6.80,0.753245,0.032173
6.81,0.754014,0.032239
6.82,0.754783,0.032305
6.83,0.755551,0.032371
6.84,0.756318,0.032437
6.85,0.757085,0.032504
6.86,0.757851,0.032571
6.87,0.758616,0.032638
6.88,0.759381,0.032706
6.89,0.760145,0.032774
6.90,0.760909,0.032842
6.91,0.761673,0.032911
6.92,0.762436,0.032980
6.93,0.763200,0.033049
6.94,0.763963,0.033118
6.95,0.764726,0.033188
6.96,0.765489,0.033258
6.97,0.766252,0.033329
6.98,0.767016,0.033399
6.99,0.767779,0.033470
7.00,0.768543,0.033542
7.01,0.769307,0.033614
7.02,0.770071,0.033686
7.03,0.770836,0.033758
7.04,0.771600,0.033831
7.05,0.772364,0.033904
7.06,0.773128,0.033978
7.07,0.773891,0.034051
7.08,0.774654,0.034125
7.09,0.775417,0.034200
7.10,0.776178,0.034275
7.11,0.776939,0.034350
7.12,0.777698,0.034425
7.13,0.778457,0.034501
7.14,0.779214,0.034577
7.15,0.779970,0.034653
7.16,0.780724,0.034730
7.17,0.781476,0.034807
7.18,0.782227,0.034884
7.19,0.782976,0.034962
7.20,0.783723,0.035040
7.21,0.784468,0.035118
7.22,0.785211,0.035196
7.23,0.785951,0.035275
7.24,0.786689,0.035354
7.25,0.787600,0.035400
7.26,0.788156,0.035514
7.27,0.788886,0.035594
7.28,0.789614,0.035674
7.29,0.790339,0.035755
7.30,0.791062,0.035836
7.31,0.791784,0.035917
7.32,0.792503,0.035998
7.33,0.793221,0.036080
7.34,0.793938,0.036162
7.35,0.794654,0.036244
7.36,0.795369,0.036326
7.37,0.796083,0.036409
7.38,0.796797,0.036491
7.39,0.797510,0.036574
7.40,0.798222,0.036657
7.41,0.798935,0.036740
7.42,0.799648,0.036824
7.43,0.800361,0.036907
7.44,0.801075,0.036991
7.45,0.801789,0.037075
7.46,0.802504,0.037159
7.47,0.803220,0.037243
7.48,0.803937,0.037327
7.49,0.804656,0.037411
7.50,0.804400,0.037560
7.51,0.806098,0.037580
7.52,0.806821,0.037664
7.53,0.807545,0.037749
7.54,0.808268,0.037833
7.55,0.808992,0.037919
7.56,0.809715,0.038004
7.57,0.810436,0.038089
7.58,0.811155,0.038176
7.59,0.811872,0.038262
7.60,0.812586,0.038349
7.61,0.813297,0.038436
7.62,0.814003,0.038524
7.63,0.814706,0.038613
7.64,0.815403,0.038702
7.65,0.816094,0.038792
7.66,0.816780,0.038882
7.67,0.817459,0.038973
7.68,0.818131,0.039065
7.69,0.818796,0.039158
7.70,0.819452,0.039252
7.71,0.820100,0.039347
7.72,0.820739,0.039442
7.73,0.821368,0.039539
7.74,0.821987,0.039636
7.75,0.822595,0.039735
7.76,0.823193,0.039835
7.77,0.823779,0.039936
7.78,0.824356,0.040038
7.79,0.824923,0.040141
7.80,0.825482,0.040245
7.81,0.826032,0.040350
7.82,0.826574,0.040455
7.83,0.827110,0.040561
7.84,0.827638,0.040668
7.85,0.828161,0.040776
7.86,0.828679,0.040884
7.87,0.829191,0.040992
7.88,0.829700,0.041101
7.89,0.830205,0.041211
7.90,0.830707,0.041321
7.91,0.831206,0.041431
7.92,0.831704,0.041541
7.93,0.832200,0.041651
7.94,0.832695,0.041762
7.95,0.833191,0.041873
7.96,0.833686,0.041983
7.97,0.834183,0.042094
7.98,0.834682,0.042204
7.99,0.835182,0.042314
8.00,0.837200,0.042180
8.01,0.836192,0.042534
8.02,0.836702,0.042643
8.03,0.837215,0.042753
8.04,0.837730,0.042862
8.05,0.838248,0.042971
8.06,0.838767,0.043079
8.07,0.839289,0.043188
8.08,0.839813,0.043296
8.09,0.840338,0.043404
8.10,0.840864,0.043513
8.11,0.841391,0.043621
8.12,0.841920,0.043729
8.13,0.842448,0.043837
8.14,0.842977,0.043945
8.15,0.843506,0.044054
8.16,0.844035,0.044162
8.17,0.844564,0.044270
8.18,0.845092,0.044379
8.19,0.845619,0.044488
8.20,0.846145,0.044597
8.21,0.846670,0.044706
8.22,0.847194,0.044815
8.23,0.847715,0.044925
8.24,0.848235,0.045035
8.25,0.848752,0.045145
8.26,0.849267,0.045255
8.27,0.849780,0.045366
8.28,0.850289,0.045477
8.29,0.850796,0.045589
8.30,0.851300,0.045701
8.31,0.851800,0.045814
8.32,0.852297,0.045926
8.33,0.852791,0.046040
8.34,0.853281,0.046154
8.35,0.853767,0.046268
8.36,0.854249,0.046383
8.37,0.854728,0.046499
8.38,0.855201,0.046615
